# Region type : patch outlet
# Faces       : 2100
# Area        : 8.495747e+01
# Scale factor: 1.000000e+00
# Time        	sum(rhoPhi)
36.8333       	5.004821e+04
36.875        	5.000988e+04
36.9167       	5.000828e+04
36.9583       	5.001127e+04
37            	5.000043e+04
37.0417       	5.000983e+04
37.0833       	5.005975e+04
37.125        	5.006368e+04
37.1667       	5.007859e+04
37.2083       	5.005289e+04
37.25         	5.003321e+04
37.2917       	4.998044e+04
37.3333       	4.997441e+04
37.375        	4.996593e+04
37.4167       	4.995674e+04
37.4583       	4.997614e+04
37.5          	5.001122e+04
37.5417       	5.001057e+04
37.5833       	5.004164e+04
37.625        	5.001874e+04
37.6667       	5.000422e+04
37.7083       	4.995504e+04
37.75         	4.993177e+04
37.7917       	4.992342e+04
37.8333       	4.992466e+04
37.875        	4.993768e+04
37.9167       	4.998527e+04
37.9583       	4.999978e+04
38            	5.000989e+04
38.0417       	5.001684e+04
38.0833       	5.000789e+04
38.125        	4.998021e+04
38.1667       	4.992946e+04
38.2083       	4.989784e+04
38.25         	4.990956e+04
38.2917       	4.993850e+04
38.3333       	4.997875e+04
38.375        	5.000497e+04
38.4167       	5.002085e+04
38.4583       	5.003172e+04
38.5          	5.003093e+04
38.5417       	4.998919e+04
38.5833       	4.995406e+04
38.625        	4.991695e+04
38.6667       	4.992125e+04
38.7083       	4.992578e+04
38.75         	4.994329e+04
38.7917       	4.998823e+04
38.8333       	5.000073e+04
38.875        	5.002732e+04
38.9167       	5.001139e+04
38.9583       	5.001403e+04
39            	4.997619e+04
39.0417       	4.995626e+04
39.0833       	4.992484e+04
39.125        	4.993347e+04
39.1667       	4.995468e+04
39.2083       	4.999120e+04
39.25         	5.001242e+04
39.2917       	5.003506e+04
39.3333       	5.003865e+04
39.375        	5.002408e+04
39.4167       	5.000451e+04
39.4583       	4.998579e+04
39.5          	4.997649e+04
39.5417       	4.996266e+04
39.5833       	4.997759e+04
39.625        	4.999370e+04
39.6667       	5.002393e+04
39.7083       	5.003935e+04
39.75         	5.005232e+04
39.7917       	5.004456e+04
39.8333       	5.001757e+04
39.875        	4.999516e+04
39.9167       	4.996396e+04
39.9583       	4.995332e+04
40            	4.995721e+04
40.0417       	4.995787e+04
40.0833       	4.999090e+04
40.125        	5.000962e+04
40.1667       	5.003112e+04
40.2083       	5.004253e+04
40.25         	5.001565e+04
40.2917       	4.998329e+04
40.3333       	4.995885e+04
40.375        	4.995059e+04
40.4167       	4.994869e+04
40.4583       	4.994992e+04
40.5          	4.998325e+04
40.5417       	5.002502e+04
40.5833       	5.003508e+04
40.625        	5.003797e+04
40.6667       	5.002105e+04
40.7083       	4.999973e+04
40.75         	4.995999e+04
40.7917       	4.993915e+04
40.8333       	4.993852e+04
40.875        	4.996765e+04
40.9167       	4.998107e+04
40.9583       	5.003013e+04
41            	5.005170e+04
41.0417       	5.005676e+04
41.0833       	5.004962e+04
41.125        	5.001321e+04
41.1667       	4.998266e+04
41.2083       	4.993856e+04
41.25         	4.994010e+04
41.2917       	4.996598e+04
41.3333       	4.999303e+04
41.375        	5.004935e+04
41.4167       	5.006778e+04
41.4583       	5.007145e+04
41.5          	5.004504e+04
41.5417       	5.003083e+04
41.5833       	4.999248e+04
41.625        	4.994747e+04
41.6667       	4.992788e+04
41.7083       	4.994200e+04
41.75         	4.999362e+04
41.7917       	5.003895e+04
41.8333       	5.009054e+04
41.875        	5.009619e+04
41.9167       	5.007568e+04
41.9583       	5.004817e+04
42            	5.000279e+04
42.0417       	4.996142e+04
42.0833       	4.992194e+04
42.125        	4.994152e+04
42.1667       	4.999308e+04
42.2083       	5.003709e+04
42.25         	5.010521e+04
42.2917       	5.012411e+04
42.3333       	5.010518e+04
42.375        	5.005683e+04
42.4167       	5.002326e+04
42.4583       	4.996901e+04
42.5          	4.994612e+04
42.5417       	4.994288e+04
42.5833       	4.997594e+04
42.625        	5.003879e+04
42.6667       	5.009398e+04
42.7083       	5.013552e+04
42.75         	5.013097e+04
42.7917       	5.008233e+04
42.8333       	5.003539e+04
42.875        	4.998184e+04
42.9167       	4.996122e+04
42.9583       	4.996682e+04
43            	4.999004e+04
43.0417       	5.003754e+04
43.0833       	5.006816e+04
43.125        	5.012428e+04
43.1667       	5.014085e+04
43.2083       	5.011745e+04
43.25         	5.004785e+04
43.2917       	4.999904e+04
43.3333       	4.999210e+04
43.375        	4.998699e+04
43.4167       	4.999053e+04
43.4583       	5.001335e+04
43.5          	5.006067e+04
43.5417       	5.008357e+04
43.5833       	5.011206e+04
43.625        	5.010957e+04
43.6667       	5.007675e+04
43.7083       	5.001957e+04
43.75         	4.999404e+04
43.7917       	4.999977e+04
43.8333       	5.001312e+04
43.875        	5.001021e+04
43.9167       	5.003454e+04
43.9583       	5.005427e+04
44            	5.008186e+04
44.0417       	5.009755e+04
44.0833       	5.009498e+04
44.125        	5.004989e+04
44.1667       	5.002210e+04
44.2083       	5.002654e+04
44.25         	5.003142e+04
44.2917       	5.002623e+04
44.3333       	5.001881e+04
44.375        	5.004046e+04
44.4167       	5.005651e+04
44.4583       	5.007007e+04
44.5          	5.008572e+04
44.5417       	5.008290e+04
44.5833       	5.005923e+04
44.625        	5.004139e+04
44.6667       	5.004053e+04
44.7083       	5.004184e+04
44.75         	5.003373e+04
44.7917       	5.003384e+04
44.8333       	5.004176e+04
44.875        	5.004996e+04
44.9167       	5.007959e+04
44.9583       	5.008698e+04
45            	5.007543e+04
45.0417       	5.005599e+04
45.0833       	5.004661e+04
45.125        	5.005446e+04
45.1667       	5.005146e+04
45.2083       	5.003924e+04
45.25         	5.004517e+04
45.2917       	5.004501e+04
45.3333       	5.006699e+04
45.375        	5.008996e+04
45.4167       	5.009281e+04
45.4583       	5.007870e+04
45.5          	5.006427e+04
45.5417       	5.005282e+04
45.5833       	5.004847e+04
45.625        	5.005440e+04
45.6667       	5.005369e+04
45.7083       	5.006056e+04
45.75         	5.006918e+04
45.7917       	5.007591e+04
45.8333       	5.008530e+04
45.875        	5.007952e+04
45.9167       	5.007084e+04
45.9583       	5.005703e+04
46            	5.005978e+04
46.0417       	5.006754e+04
46.0833       	5.006601e+04
46.125        	5.005989e+04
46.1667       	5.006908e+04
46.2083       	5.006745e+04
46.25         	5.007856e+04
46.2917       	5.006734e+04
46.3333       	5.005820e+04
46.375        	5.004748e+04
46.4167       	5.004902e+04
46.4583       	5.006986e+04
46.5          	5.006743e+04
46.5417       	5.007957e+04
46.5833       	5.008062e+04
46.625        	5.007228e+04
46.6667       	5.006933e+04
46.7083       	5.005791e+04
46.75         	5.005344e+04
46.7917       	5.004720e+04
