# Region type : patch atm
# Faces       : 5208
# Area        : 2.420000e+02
# Scale factor: 1.000000e+00
# Time        	sum(rhoPhi)
32.8333       	-1.021961e+02
32.875        	-1.021355e+02
32.9167       	-1.020736e+02
32.9583       	-1.020115e+02
33            	-1.019692e+02
33.0417       	-1.019295e+02
33.0833       	-1.018728e+02
33.125        	-1.018043e+02
33.1667       	-1.017324e+02
33.2083       	-1.016722e+02
33.25         	-1.016189e+02
33.2917       	-1.015651e+02
33.3333       	-1.015055e+02
33.375        	-1.014460e+02
33.4167       	-1.013969e+02
33.4583       	-1.013494e+02
33.5          	-1.012942e+02
33.5417       	-1.012282e+02
33.5833       	-1.011600e+02
33.625        	-1.010978e+02
33.6667       	-1.010410e+02
33.7083       	-1.009881e+02
33.75         	-1.009283e+02
33.7917       	-1.008730e+02
33.8333       	-1.008267e+02
33.875        	-1.007778e+02
33.9167       	-1.007198e+02
33.9583       	-1.006530e+02
34            	-1.005878e+02
34.0417       	-1.005278e+02
34.0833       	-1.004740e+02
34.125        	-1.004213e+02
34.1667       	-1.003608e+02
34.2083       	-1.003048e+02
34.25         	-1.002651e+02
34.2917       	-1.002180e+02
34.3333       	-1.001593e+02
34.375        	-1.000901e+02
34.4167       	-1.000202e+02
34.4583       	-9.996302e+01
34.5          	-9.991656e+01
34.5417       	-9.987369e+01
34.5833       	-9.982154e+01
34.625        	-9.976417e+01
34.6667       	-9.971605e+01
34.7083       	-9.967294e+01
34.75         	-9.962307e+01
34.7917       	-9.956048e+01
34.8333       	-9.949015e+01
34.875        	-9.942626e+01
34.9167       	-9.938132e+01
34.9583       	-9.934299e+01
35            	-9.929875e+01
35.0417       	-9.924134e+01
35.0833       	-9.918401e+01
35.125        	-9.913124e+01
35.1667       	-9.908399e+01
35.2083       	-9.903070e+01
35.25         	-9.897096e+01
35.2917       	-9.890966e+01
35.3333       	-9.886282e+01
35.375        	-9.882245e+01
35.4167       	-9.878376e+01
35.4583       	-9.872959e+01
35.5          	-9.866764e+01
35.5417       	-9.860678e+01
35.5833       	-9.855333e+01
35.625        	-9.850490e+01
35.6667       	-9.845440e+01
35.7083       	-9.840041e+01
35.75         	-9.834737e+01
35.7917       	-9.829981e+01
35.8333       	-9.826113e+01
35.875        	-9.822441e+01
35.9167       	-9.817438e+01
35.9583       	-9.811409e+01
36            	-9.805129e+01
36.0417       	-9.799926e+01
36.0833       	-9.795462e+01
36.125        	-9.791172e+01
36.1667       	-9.786503e+01
36.2083       	-9.781489e+01
36.25         	-9.776937e+01
36.2917       	-9.773494e+01
36.3333       	-9.769545e+01
36.375        	-9.764182e+01
36.4167       	-9.757142e+01
36.4583       	-9.750875e+01
36.5          	-9.746398e+01
36.5417       	-9.743153e+01
36.5833       	-9.739835e+01
36.625        	-9.735241e+01
36.6667       	-9.730067e+01
36.7083       	-9.725745e+01
36.75         	-9.721677e+01
36.7917       	-9.717447e+01
36.8333       	-9.711461e+01
36.875        	-9.705053e+01
36.9167       	-9.700131e+01
36.9583       	-9.696014e+01
37            	-9.692829e+01
37.0417       	-9.688867e+01
37.0833       	-9.683957e+01
37.125        	-9.678887e+01
37.1667       	-9.674237e+01
37.2083       	-9.670038e+01
37.25         	-9.665662e+01
37.2917       	-9.659229e+01
37.3333       	-9.653290e+01
37.375        	-9.648669e+01
37.4167       	-9.645802e+01
37.4583       	-9.642275e+01
37.5          	-9.638048e+01
37.5417       	-9.632746e+01
37.5833       	-9.627043e+01
37.625        	-9.621848e+01
37.6667       	-9.617510e+01
37.7083       	-9.613121e+01
37.75         	-9.608029e+01
37.7917       	-9.602327e+01
37.8333       	-9.598062e+01
37.875        	-9.593963e+01
37.9167       	-9.589970e+01
37.9583       	-9.585305e+01
38            	-9.580018e+01
38.0417       	-9.574660e+01
38.0833       	-9.570086e+01
38.125        	-9.565707e+01
38.1667       	-9.561105e+01
38.2083       	-9.555612e+01
38.25         	-9.550344e+01
38.2917       	-9.545743e+01
38.3333       	-9.541644e+01
38.375        	-9.537680e+01
38.4167       	-9.533342e+01
38.4583       	-9.527891e+01
38.5          	-9.522720e+01
38.5417       	-9.518194e+01
38.5833       	-9.513709e+01
38.625        	-9.508415e+01
38.6667       	-9.503132e+01
38.7083       	-9.497806e+01
38.75         	-9.493145e+01
38.7917       	-9.489102e+01
38.8333       	-9.485424e+01
38.875        	-9.480852e+01
38.9167       	-9.475564e+01
38.9583       	-9.470395e+01
39            	-9.465404e+01
39.0417       	-9.460245e+01
39.0833       	-9.454915e+01
39.125        	-9.449676e+01
39.1667       	-9.444748e+01
39.2083       	-9.440467e+01
39.25         	-9.436324e+01
39.2917       	-9.431931e+01
39.3333       	-9.426520e+01
39.375        	-9.420860e+01
39.4167       	-9.415302e+01
39.4583       	-9.409855e+01
39.5          	-9.404522e+01
39.5417       	-9.399438e+01
39.5833       	-9.394460e+01
39.625        	-9.389454e+01
39.6667       	-9.384688e+01
39.7083       	-9.380202e+01
39.75         	-9.375055e+01
39.7917       	-9.369458e+01
39.8333       	-9.363424e+01
39.875        	-9.357459e+01
39.9167       	-9.352019e+01
39.9583       	-9.347030e+01
40            	-9.342158e+01
40.0417       	-9.337243e+01
40.0833       	-9.332163e+01
40.125        	-9.327102e+01
40.1667       	-9.321983e+01
40.2083       	-9.316449e+01
40.25         	-9.310507e+01
40.2917       	-9.304558e+01
40.3333       	-9.299246e+01
40.375        	-9.293994e+01
40.4167       	-9.288841e+01
40.4583       	-9.283882e+01
40.5          	-9.279006e+01
40.5417       	-9.274020e+01
40.5833       	-9.268990e+01
40.625        	-9.263413e+01
40.6667       	-9.257695e+01
40.7083       	-9.252114e+01
40.75         	-9.246969e+01
40.7917       	-9.241997e+01
40.8333       	-9.236635e+01
40.875        	-9.231067e+01
40.9167       	-9.225996e+01
40.9583       	-9.221331e+01
41            	-9.216596e+01
41.0417       	-9.211397e+01
41.0833       	-9.205936e+01
41.125        	-9.200546e+01
41.1667       	-9.195595e+01
41.2083       	-9.191150e+01
41.25         	-9.185983e+01
41.2917       	-9.180368e+01
41.3333       	-9.175165e+01
41.375        	-9.170567e+01
41.4167       	-9.166630e+01
41.4583       	-9.162415e+01
41.5          	-9.157357e+01
41.5417       	-9.151570e+01
41.5833       	-9.146299e+01
41.625        	-9.142188e+01
41.6667       	-9.137852e+01
41.7083       	-9.132606e+01
41.75         	-9.126776e+01
41.7917       	-9.121568e+01
41.8333       	-9.117822e+01
41.875        	-9.114953e+01
41.9167       	-9.111024e+01
41.9583       	-9.105322e+01
42            	-9.099798e+01
42.0417       	-9.095400e+01
42.0833       	-9.091454e+01
42.125        	-9.087038e+01
42.1667       	-9.081610e+01
42.2083       	-9.076350e+01
42.25         	-9.073125e+01
42.2917       	-9.070430e+01
42.3333       	-9.067773e+01
42.375        	-9.062276e+01
42.4167       	-9.056486e+01
42.4583       	-9.050896e+01
42.5          	-9.046535e+01
42.5417       	-9.043078e+01
42.5833       	-9.039660e+01
42.625        	-9.034326e+01
42.6667       	-9.030130e+01
42.7083       	-9.027450e+01
42.75         	-9.025982e+01
42.7917       	-9.021917e+01
42.8333       	-9.017630e+01
42.875        	-9.012001e+01
42.9167       	-9.006661e+01
42.9583       	-9.002684e+01
43            	-9.000833e+01
43.0417       	-8.998026e+01
43.0833       	-8.994055e+01
43.125        	-8.990342e+01
43.1667       	-8.988585e+01
43.2083       	-8.986439e+01
43.25         	-8.983035e+01
43.2917       	-8.977816e+01
43.3333       	-8.972039e+01
43.375        	-8.967135e+01
43.4167       	-8.964516e+01
43.4583       	-8.963059e+01
43.5          	-8.960081e+01
43.5417       	-8.956430e+01
43.5833       	-8.953744e+01
43.625        	-8.952073e+01
43.6667       	-8.950410e+01
43.7083       	-8.947546e+01
43.75         	-8.942805e+01
43.7917       	-8.937765e+01
43.8333       	-8.933823e+01
43.875        	-8.932724e+01
43.9167       	-8.931085e+01
43.9583       	-8.928331e+01
44            	-8.924900e+01
44.0417       	-8.922458e+01
44.0833       	-8.920964e+01
44.125        	-8.919460e+01
44.1667       	-8.916734e+01
44.2083       	-8.912753e+01
44.25         	-8.908593e+01
44.2917       	-8.906948e+01
44.3333       	-8.905552e+01
44.375        	-8.903701e+01
44.4167       	-8.900936e+01
44.4583       	-8.898219e+01
44.5          	-8.896395e+01
44.5417       	-8.895377e+01
44.5833       	-8.893974e+01
44.625        	-8.891004e+01
44.6667       	-8.887378e+01
44.7083       	-8.884421e+01
44.75         	-8.882673e+01
44.7917       	-8.881724e+01
44.8333       	-8.880545e+01
44.875        	-8.878715e+01
44.9167       	-8.876946e+01
44.9583       	-8.875864e+01
45            	-8.875089e+01
45.0417       	-8.873159e+01
45.0833       	-8.870319e+01
45.125        	-8.867442e+01
45.1667       	-8.865071e+01
45.2083       	-8.864068e+01
45.25         	-8.863417e+01
45.2917       	-8.861995e+01
45.3333       	-8.860554e+01
45.375        	-8.859211e+01
45.4167       	-8.858567e+01
45.4583       	-8.857924e+01
45.5          	-8.856083e+01
45.5417       	-8.853320e+01
45.5833       	-8.850744e+01
45.625        	-8.848932e+01
45.6667       	-8.848435e+01
45.7083       	-8.848416e+01
45.75         	-8.846859e+01
45.7917       	-8.845291e+01
45.8333       	-8.844529e+01
45.875        	-8.844007e+01
45.9167       	-8.843129e+01
45.9583       	-8.841292e+01
46            	-8.839168e+01
46.0417       	-8.837263e+01
46.0833       	-8.836185e+01
46.125        	-8.836036e+01
46.1667       	-8.835103e+01
46.2083       	-8.833826e+01
46.25         	-8.832626e+01
46.2917       	-8.832221e+01
46.3333       	-8.831921e+01
46.375        	-8.830847e+01
46.4167       	-8.828847e+01
46.4583       	-8.827409e+01
46.5          	-8.825766e+01
46.5417       	-8.825324e+01
46.5833       	-8.825257e+01
46.625        	-8.824259e+01
46.6667       	-8.822864e+01
46.7083       	-8.821866e+01
46.75         	-8.821044e+01
46.7917       	-8.820185e+01
