# Region type : patch inlet
# Faces       : 966
# Area        : 4.891447e+01
# Scale factor: 1.000000e+00
# Time        	sum(rhoPhi)
7.8852        	-5.000000e+04
7.92347       	-5.000000e+04
7.96173       	-5.000000e+04
8             	-5.000000e+04
8.03571       	-5.000000e+04
8.07857       	-5.000000e+04
8.12143       	-5.000000e+04
8.16429       	-5.000000e+04
8.20714       	-5.000000e+04
8.25          	-5.000000e+04
8.29167       	-5.000000e+04
8.33333       	-5.000000e+04
8.375         	-5.000000e+04
8.41667       	-5.000000e+04
8.45833       	-5.000000e+04
8.5           	-5.000000e+04
8.55          	-5.000000e+04
8.6           	-5.000000e+04
8.65          	-5.000000e+04
8.7           	-5.000000e+04
8.75          	-5.000000e+04
8.8           	-5.000000e+04
8.85          	-5.000000e+04
8.9           	-5.000000e+04
8.95          	-5.000000e+04
9             	-5.000000e+04
9.05          	-5.000000e+04
9.1           	-5.000000e+04
9.15          	-5.000000e+04
9.2           	-5.000000e+04
9.25          	-5.000000e+04
9.3125        	-5.000000e+04
9.375         	-5.000000e+04
9.4375        	-5.000000e+04
9.5           	-5.000000e+04
9.5625        	-5.000000e+04
9.625         	-5.000000e+04
9.6875        	-5.000000e+04
9.75          	-5.000000e+04
9.8125        	-5.000000e+04
9.85938       	-5.000000e+04
9.90625       	-5.000000e+04
9.95312       	-5.000000e+04
10            	-5.000000e+04
10.0417       	-5.000000e+04
10.0833       	-5.000000e+04
10.1389       	-5.000000e+04
10.1944       	-5.000000e+04
10.25         	-5.000000e+04
10.2917       	-5.000000e+04
10.3438       	-5.000000e+04
10.375        	-5.000000e+04
10.4062       	-5.000000e+04
10.4375       	-5.000000e+04
10.4688       	-5.000000e+04
10.5          	-5.000000e+04
10.5357       	-5.000000e+04
10.5786       	-5.000000e+04
10.6214       	-5.000000e+04
10.6643       	-5.000000e+04
10.7071       	-5.000000e+04
10.75         	-5.000000e+04
10.8          	-5.000000e+04
10.85         	-5.000000e+04
10.8875       	-5.000000e+04
10.925        	-5.000000e+04
10.9625       	-5.000000e+04
11            	-5.000000e+04
11.0417       	-5.000000e+04
11.0938       	-5.000000e+04
11.125        	-5.000000e+04
11.1667       	-5.000000e+04
11.2083       	-5.000000e+04
11.25         	-5.000000e+04
11.3          	-5.000000e+04
11.35         	-5.000000e+04
11.3875       	-5.000000e+04
11.425        	-5.000000e+04
11.4625       	-5.000000e+04
11.5          	-5.000000e+04
11.5417       	-5.000000e+04
11.5938       	-5.000000e+04
11.6458       	-5.000000e+04
11.6979       	-5.000000e+04
11.75         	-5.000000e+04
11.8125       	-5.000000e+04
11.875        	-5.000000e+04
11.9375       	-5.000000e+04
12            	-5.000000e+04
12.0625       	-5.000000e+04
12.125        	-5.000000e+04
12.1875       	-5.000000e+04
12.25         	-5.000000e+04
12.3125       	-5.000000e+04
12.375        	-5.000000e+04
